Syntax version=4
Mon Aug 31 17:15:54 2020
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		adcVal
D:	time(ms)	(0x20000020,5)
D:	0.10	0
D:	1.07	0
D:	1.94	0
D:	2.69	0
D:	3.75	0
D:	4.70	0
D:	5.68	0
D:	6.29	0
D:	7.19	0
D:	7.93	0
D:	8.95	0
D:	9.94	0
D:	10.94	0
D:	11.81	0
D:	12.68	0
D:	13.29	0
D:	14.17	0
D:	14.93	0
D:	15.68	0
D:	16.44	0
D:	17.31	0
D:	18.05	0
D:	18.93	0
D:	19.55	0
D:	20.30	0
D:	21.05	0
D:	21.95	0
D:	22.94	0
D:	23.83	0
D:	24.41	0
D:	25.31	0
D:	26.06	0
D:	26.93	0
D:	27.68	0
D:	28.42	0
D:	29.42	0
D:	30.29	0
D:	31.03	0
D:	31.66	0
D:	32.28	0
D:	33.03	0
D:	33.69	0
D:	34.28	0
D:	35.03	0
D:	35.80	0
D:	36.55	0
D:	37.30	0
D:	38.05	0
D:	39.08	0
D:	39.93	0
D:	40.82	0
D:	41.56	0
D:	42.31	0
D:	43.19	0
D:	44.24	0
D:	45.26	0
D:	46.23	0
D:	47.22	0
D:	48.19	0
D:	49.07	0
D:	50.08	0
D:	51.33	0
D:	52.30	0
D:	53.19	0
D:	54.06	0
D:	55.08	0
D:	56.08	0
D:	57.08	0
D:	58.07	0
D:	59.07	0
D:	59.92	0
D:	60.84	0
D:	61.41	0
D:	62.43	0
D:	63.31	0
D:	64.03	0
D:	64.91	0
D:	65.53	0
D:	66.16	0
D:	66.91	0
D:	67.53	0
D:	68.16	0
D:	68.92	0
D:	69.70	0
D:	70.69	0
D:	71.57	0
D:	72.30	0
D:	73.05	0
D:	73.93	0
D:	74.68	0
D:	75.43	0
D:	76.30	0
D:	77.03	0
D:	77.66	0
D:	78.28	0
D:	79.03	0
D:	79.66	0
D:	80.28	0
D:	81.03	0
D:	81.66	0
D:	82.28	0
D:	83.03	0
D:	83.83	0
D:	84.66	0
D:	85.28	0
D:	86.03	0
D:	86.91	0
D:	87.53	0
D:	88.16	0
D:	88.92	0
D:	89.95	0
